"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"09/12/2024";"1400";"20,3";"20,5";"19,7";"81,0";"85,0";"80,0";"16,9";"17,5";"16,9";"1016,9";"1016,9";"1016,7";"2,0";"172,0";"5,4";"1464,50";"0,0"
"09/12/2024";"1500";"21,0";"21,3";"20,3";"78,0";"82,0";"78,0";"17,1";"17,9";"16,8";"1016,4";"1016,9";"1016,4";"2,1";"165,0";"5,3";"2013,90";"0,0"
"09/12/2024";"1600";"21,1";"21,6";"20,6";"78,0";"81,0";"77,0";"17,1";"17,8";"16,9";"1016,5";"1016,5";"1016,0";"1,7";"185,0";"5,9";"2070,00";"0,0"
"09/12/2024";"1700";"20,2";"21,2";"20,2";"81,0";"81,0";"77,0";"16,8";"17,3";"16,7";"1015,7";"1016,5";"1015,7";"2,6";"147,0";"5,9";"1199,20";"0,0"
"09/12/2024";"1800";"21,1";"21,2";"20,1";"76,0";"83,0";"75,0";"16,7";"17,4";"16,5";"1015,1";"1015,7";"1015,0";"2,1";"155,0";"5,9";"1408,30";"0,0"
"09/12/2024";"1900";"20,2";"21,3";"20,1";"82,0";"82,0";"75,0";"17,0";"17,1";"16,6";"1014,8";"1015,2";"1014,7";"2,2";"161,0";"5,8";"773,90";"0,0"
"09/12/2024";"2000";"19,5";"20,2";"19,5";"86,0";"86,0";"82,0";"17,2";"17,2";"16,7";"1014,7";"1014,9";"1014,2";"3,0";"158,0";"6,2";"262,40";"0,0"
"09/12/2024";"2100";"19,0";"19,5";"18,9";"90,0";"90,0";"86,0";"17,3";"17,4";"17,1";"1014,7";"1014,7";"1014,3";"1,7";"160,0";"5,9";"112,10";"0,2"
"09/12/2024";"2200";"18,9";"19,1";"18,9";"90,0";"90,0";"89,0";"17,2";"17,3";"17,0";"1014,6";"1015,3";"1014,6";"2,6";"161,0";"6,7";"17,20";"3,0"
"09/12/2024";"2300";"18,7";"18,9";"18,6";"90,0";"91,0";"90,0";"17,0";"17,2";"16,9";"1015,8";"1015,8";"1014,6";"1,3";"172,0";"6,7";"";"2,0"
"10/12/2024";"0000";"18,8";"18,8";"18,6";"91,0";"91,0";"90,0";"17,3";"17,4";"17,0";"1016,1";"1016,3";"1015,8";"1,1";"169,0";"4,7";"";"6,8"
"10/12/2024";"0100";"18,6";"18,8";"18,5";"92,0";"92,0";"91,0";"17,2";"17,3";"17,1";"1015,5";"1016,1";"1015,3";"1,1";"203,0";"3,3";"";"3,4"
"10/12/2024";"0200";"18,5";"18,6";"18,4";"92,0";"92,0";"92,0";"17,2";"17,3";"17,1";"1015,1";"1015,8";"1015,1";"0,9";"231,0";"3,1";"";"1,0"
"10/12/2024";"0300";"18,5";"18,5";"18,4";"92,0";"92,0";"92,0";"17,2";"17,2";"17,1";"1013,8";"1015,1";"1013,8";"0,1";"251,0";"2,4";"";"0,4"
"10/12/2024";"0400";"18,5";"18,6";"18,5";"92,0";"92,0";"92,0";"17,3";"17,3";"17,2";"1013,0";"1013,8";"1013,0";"0,8";"284,0";"2,7";"";"0,4"
"10/12/2024";"0500";"18,5";"18,6";"18,5";"93,0";"93,0";"92,0";"17,3";"17,4";"17,3";"1012,6";"1013,3";"1012,6";"1,0";"257,0";"3,7";"";"0,6"
"10/12/2024";"0600";"18,6";"18,6";"18,5";"93,0";"93,0";"93,0";"17,3";"17,4";"17,3";"1011,8";"1012,6";"1011,5";"0,9";"232,0";"2,5";"";"0,4"
"10/12/2024";"0700";"18,5";"18,6";"18,5";"93,0";"93,0";"93,0";"17,4";"17,4";"17,3";"1011,9";"1012,1";"1011,6";"1,0";"281,0";"3,1";"";"1,6"
"10/12/2024";"0800";"18,9";"18,9";"18,5";"93,0";"93,0";"93,0";"17,8";"17,8";"17,4";"1011,1";"1011,9";"1010,7";"1,3";"176,0";"2,7";"";"0,6"
"10/12/2024";"0900";"18,9";"19,4";"18,8";"93,0";"93,0";"93,0";"17,7";"18,2";"17,6";"1011,6";"1011,6";"1010,6";"1,8";"214,0";"5,7";"6,50";"1,2"
"10/12/2024";"1000";"19,2";"19,2";"18,8";"93,0";"93,0";"93,0";"18,0";"18,0";"17,6";"1012,1";"1012,2";"1011,6";"0,8";"210,0";"3,3";"192,50";"2,0"
"10/12/2024";"1100";"20,0";"20,1";"19,2";"91,0";"93,0";"91,0";"18,5";"18,8";"18,0";"1012,3";"1012,5";"1012,0";"3,1";"155,0";"6,8";"664,70";"0,0"
"10/12/2024";"1200";"20,5";"20,5";"20,0";"88,0";"91,0";"88,0";"18,5";"18,6";"18,2";"1012,5";"1012,6";"1012,3";"3,3";"155,0";"8,0";"601,20";"0,0"
"10/12/2024";"1300";"21,3";"21,3";"20,5";"85,0";"88,0";"84,0";"18,6";"18,7";"18,4";"1012,4";"1012,6";"1012,3";"4,4";"139,0";"8,4";"1225,90";"0,0"
"10/12/2024";"1400";"22,5";"22,6";"21,3";"79,0";"85,0";"79,0";"18,6";"19,1";"18,5";"1012,1";"1012,4";"1012,1";"4,2";"143,0";"8,6";"2358,70";"0,0"
"10/12/2024";"1500";"23,9";"24,0";"22,4";"75,0";"80,0";"75,0";"19,3";"19,5";"18,7";"1011,7";"1012,1";"1011,7";"4,7";"140,0";"8,6";"3466,20";"0,2"
"10/12/2024";"1600";"23,8";"24,2";"23,7";"76,0";"76,0";"74,0";"19,2";"19,6";"19,0";"1011,6";"1011,8";"1011,6";"4,1";"146,0";"8,8";"3479,50";"0,0"
"10/12/2024";"1700";"22,5";"23,8";"22,5";"82,0";"82,0";"76,0";"19,4";"19,6";"19,1";"1011,7";"1011,7";"1011,4";"4,8";"150,0";"10,2";"2108,40";"0,0"
"10/12/2024";"1800";"23,2";"23,2";"22,3";"81,0";"84,0";"81,0";"19,7";"19,9";"19,3";"1011,9";"1011,9";"1011,4";"4,8";"155,0";"12,1";"2357,50";"0,0"
"10/12/2024";"1900";"22,3";"23,3";"22,3";"83,0";"85,0";"80,0";"19,2";"19,8";"19,2";"1011,9";"1012,0";"1011,8";"3,7";"160,0";"10,0";"1324,30";"0,0"
"10/12/2024";"2000";"21,2";"22,3";"21,2";"90,0";"90,0";"83,0";"19,5";"19,6";"19,1";"1012,6";"1012,6";"1011,9";"2,8";"158,0";"9,1";"338,00";"2,0"
"10/12/2024";"2100";"21,3";"21,6";"21,1";"88,0";"91,0";"88,0";"19,2";"20,0";"19,2";"1012,4";"1012,6";"1012,1";"3,9";"114,0";"10,7";"92,10";"0,4"
"10/12/2024";"2200";"20,2";"21,4";"20,2";"89,0";"89,0";"85,0";"18,3";"19,2";"18,2";"1013,9";"1014,0";"1012,4";"2,6";"165,0";"9,6";"36,20";"2,0"
"10/12/2024";"2300";"20,2";"20,3";"20,1";"88,0";"89,0";"87,0";"18,1";"18,3";"18,0";"1014,4";"1014,5";"1013,9";"2,1";"164,0";"7,7";"0,90";"0,0"
"11/12/2024";"0000";"20,2";"20,2";"20,0";"86,0";"88,0";"85,0";"17,7";"18,1";"17,6";"1014,8";"1014,8";"1014,4";"1,6";"165,0";"6,2";"";"0,0"
"11/12/2024";"0100";"20,1";"20,2";"20,0";"85,0";"86,0";"85,0";"17,5";"17,7";"17,5";"1015,1";"1015,1";"1014,8";"1,6";"155,0";"3,9";"";"0,0"
"11/12/2024";"0200";"20,0";"20,1";"20,0";"86,0";"86,0";"85,0";"17,6";"17,7";"17,5";"1015,0";"1015,1";"1015,0";"0,8";"200,0";"4,1";"";"0,0"
"11/12/2024";"0300";"19,8";"20,0";"19,7";"87,0";"87,0";"86,0";"17,5";"17,6";"17,2";"1014,4";"1015,0";"1014,4";"0,4";"268,0";"3,1";"";"0,0"
"11/12/2024";"0400";"19,4";"19,8";"19,4";"88,0";"88,0";"87,0";"17,2";"17,6";"17,2";"1014,1";"1014,4";"1014,1";"0,7";"234,0";"1,6";"";"0,0"
"11/12/2024";"0500";"18,6";"19,4";"18,5";"89,0";"89,0";"88,0";"16,8";"17,3";"16,7";"1013,8";"1014,1";"1013,8";"0,9";"256,0";"1,9";"";"0,0"
"11/12/2024";"0600";"18,3";"18,6";"18,2";"91,0";"91,0";"89,0";"16,7";"16,9";"16,6";"1013,8";"1013,8";"1013,7";"0,2";"222,0";"1,6";"";"0,0"
"11/12/2024";"0700";"17,9";"18,3";"17,8";"91,0";"91,0";"91,0";"16,5";"16,8";"16,3";"1013,9";"1014,0";"1013,8";"0,1";"42,0";"1,9";"";"0,0"
"11/12/2024";"0800";"17,8";"17,9";"17,5";"92,0";"92,0";"91,0";"16,4";"16,5";"16,1";"1014,1";"1014,2";"1013,9";"0,8";"258,0";"1,9";"";"0,0"
"11/12/2024";"0900";"18,1";"18,1";"17,7";"91,0";"92,0";"91,0";"16,6";"16,6";"16,1";"1014,9";"1014,9";"1014,1";"0,4";"189,0";"2,4";"75,60";"0,0"
"11/12/2024";"1000";"20,0";"20,2";"18,1";"81,0";"91,0";"81,0";"16,7";"17,1";"16,3";"1015,3";"1015,4";"1014,8";"1,4";"191,0";"3,7";"687,90";"0,0"
"11/12/2024";"1100";"21,2";"21,3";"20,0";"74,0";"82,0";"74,0";"16,3";"17,3";"16,1";"1015,9";"1015,9";"1015,4";"1,2";"120,0";"2,8";"1548,00";"0,0"
"11/12/2024";"1200";"21,3";"21,4";"20,9";"73,0";"75,0";"72,0";"16,2";"16,6";"15,8";"1016,2";"1016,2";"1015,9";"0,5";"226,0";"2,5";"1089,20";"0,0"
"11/12/2024";"1300";"23,3";"23,3";"21,3";"71,0";"73,0";"68,0";"17,6";"17,6";"16,1";"1016,4";"1016,5";"1016,2";"1,4";"164,0";"3,8";"1297,20";"0,0"
"11/12/2024";"1400";"23,9";"24,5";"23,3";"62,0";"70,0";"60,0";"16,1";"18,0";"15,6";"1016,5";"1016,5";"1016,4";"2,6";"159,0";"4,3";"3269,60";"0,0"
"11/12/2024";"1500";"24,1";"25,1";"23,9";"67,0";"71,0";"60,0";"17,5";"18,7";"16,1";"1016,2";"1016,5";"1016,1";"2,5";"172,0";"7,1";"3177,00";"0,0"
"11/12/2024";"1600";"23,9";"24,5";"23,6";"71,0";"75,0";"65,0";"18,4";"19,0";"17,3";"1016,0";"1016,2";"1016,0";"2,9";"161,0";"7,1";"3432,20";"0,0"
"11/12/2024";"1700";"24,2";"24,3";"23,3";"70,0";"73,0";"68,0";"18,4";"18,8";"17,8";"1015,6";"1016,0";"1015,6";"2,9";"153,0";"7,5";"3204,90";"0,0"
"11/12/2024";"1800";"24,9";"25,0";"24,1";"64,0";"70,0";"63,0";"17,7";"18,3";"17,4";"1015,6";"1015,6";"1015,5";"2,5";"158,0";"5,8";"3227,50";"0,0"
"11/12/2024";"1900";"24,8";"25,2";"24,5";"61,0";"66,0";"60,0";"16,8";"18,0";"16,6";"1015,4";"1015,6";"1015,3";"3,1";"131,0";"5,5";"2464,90";"0,0"
"11/12/2024";"2000";"24,0";"25,1";"24,0";"63,0";"64,0";"60,0";"16,6";"17,4";"16,5";"1015,6";"1015,6";"1015,3";"2,6";"127,0";"6,0";"1741,40";"0,0"
"11/12/2024";"2100";"23,5";"24,0";"23,4";"65,0";"65,0";"62,0";"16,4";"16,8";"15,9";"1015,8";"1015,9";"1015,6";"2,5";"126,0";"5,1";"373,30";"0,0"
"11/12/2024";"2200";"22,9";"23,6";"22,9";"72,0";"72,0";"65,0";"17,5";"17,5";"16,5";"1016,3";"1016,3";"1015,8";"2,1";"132,0";"5,0";"148,50";"0,0"
"11/12/2024";"2300";"22,4";"22,9";"22,4";"75,0";"75,0";"72,0";"17,6";"17,8";"17,5";"1016,7";"1016,7";"1016,3";"1,7";"131,0";"4,3";"";"0,0"
"12/12/2024";"0000";"22,2";"22,4";"22,2";"69,0";"75,0";"69,0";"16,3";"17,8";"16,3";"1017,1";"1017,1";"1016,7";"1,7";"112,0";"4,2";"";"0,0"
"12/12/2024";"0100";"22,3";"22,4";"22,2";"67,0";"71,0";"66,0";"15,8";"16,8";"15,7";"1017,3";"1017,4";"1017,1";"1,4";"112,0";"3,1";"";"0,0"
"12/12/2024";"0200";"22,4";"22,4";"22,3";"64,0";"67,0";"63,0";"15,3";"15,8";"14,9";"1017,2";"1017,3";"1017,1";"1,3";"104,0";"3,4";"";"0,0"
"12/12/2024";"0300";"22,0";"22,4";"22,0";"64,0";"66,0";"63,0";"14,9";"15,5";"14,9";"1016,5";"1017,2";"1016,5";"0,5";"94,0";"2,7";"";"0,0"
"12/12/2024";"0400";"21,8";"22,2";"21,8";"64,0";"67,0";"62,0";"14,8";"15,5";"14,5";"1016,1";"1016,5";"1016,1";"1,0";"348,0";"4,5";"";"0,0"
"12/12/2024";"0500";"21,0";"21,8";"21,0";"72,0";"72,0";"64,0";"15,8";"15,8";"14,6";"1015,8";"1016,1";"1015,7";"1,2";"321,0";"3,8";"";"0,0"
"12/12/2024";"0600";"20,7";"21,2";"20,7";"76,0";"76,0";"69,0";"16,3";"16,3";"15,1";"1015,3";"1015,8";"1015,3";"1,7";"272,0";"3,4";"";"0,0"
"12/12/2024";"0700";"20,2";"20,7";"20,2";"80,0";"80,0";"76,0";"16,5";"16,7";"16,3";"1015,5";"1015,5";"1015,3";"1,8";"296,0";"3,9";"";"0,0"
"12/12/2024";"0800";"20,2";"20,2";"20,1";"79,0";"80,0";"79,0";"16,5";"16,5";"16,5";"1015,7";"1015,7";"1015,5";"0,2";"324,0";"3,7";"";"0,0"
"12/12/2024";"0900";"19,4";"20,2";"19,4";"84,0";"84,0";"79,0";"16,6";"16,7";"16,4";"1015,8";"1015,8";"1015,7";"0,6";"331,0";"1,5";"49,60";"0,0"
"12/12/2024";"1000";"21,8";"21,8";"19,4";"72,0";"84,0";"72,0";"16,5";"17,6";"16,3";"1016,4";"1016,5";"1015,8";"1,4";"287,0";"3,1";"662,20";"0,0"
"12/12/2024";"1100";"23,2";"23,2";"21,8";"66,0";"72,0";"66,0";"16,6";"17,3";"16,2";"1016,9";"1017,0";"1016,5";"2,0";"283,0";"4,0";"1520,10";"0,0"
"12/12/2024";"1200";"24,3";"24,6";"23,2";"61,0";"68,0";"60,0";"16,2";"17,4";"16,2";"1016,8";"1016,9";"1016,7";"1,2";"30,0";"4,2";"2186,80";"0,0"
"12/12/2024";"1300";"26,0";"26,0";"24,3";"57,0";"62,0";"55,0";"16,7";"17,3";"15,7";"1016,5";"1016,8";"1016,5";"2,0";"13,0";"5,1";"3145,60";"0,0"
"12/12/2024";"1400";"26,0";"26,5";"25,7";"54,0";"59,0";"51,0";"16,0";"17,4";"15,1";"1016,2";"1016,5";"1016,2";"3,0";"358,0";"5,6";"3540,90";"0,0"
"12/12/2024";"1500";"27,1";"27,1";"26,0";"50,0";"56,0";"49,0";"15,7";"16,9";"15,4";"1015,4";"1016,2";"1015,3";"3,3";"47,0";"6,2";"3793,40";"0,0"
"12/12/2024";"1600";"27,0";"27,6";"26,8";"47,0";"53,0";"46,0";"14,7";"16,4";"14,6";"1014,6";"1015,4";"1014,6";"3,7";"47,0";"7,5";"3874,60";"0,0"
"12/12/2024";"1700";"27,2";"27,6";"26,6";"45,0";"49,0";"44,0";"14,3";"15,5";"13,9";"1013,8";"1014,6";"1013,8";"3,4";"39,0";"10,1";"3685,40";"0,0"
"12/12/2024";"1800";"27,0";"27,4";"26,8";"49,0";"49,0";"44,0";"15,3";"15,3";"13,9";"1013,6";"1013,9";"1013,5";"3,0";"12,0";"8,8";"3256,40";"0,0"
"12/12/2024";"1900";"26,3";"27,0";"26,2";"52,0";"54,0";"47,0";"15,8";"16,2";"14,3";"1013,2";"1013,6";"1013,1";"3,2";"12,0";"8,3";"2645,20";"0,0"
"12/12/2024";"2000";"25,6";"26,5";"25,6";"59,0";"59,0";"52,0";"16,9";"17,1";"15,8";"1012,9";"1013,1";"1012,8";"3,5";"5,0";"10,6";"1791,70";"0,0"
"12/12/2024";"2100";"24,5";"25,6";"24,5";"65,0";"66,0";"59,0";"17,6";"17,7";"16,8";"1012,9";"1013,0";"1012,8";"3,3";"5,0";"8,2";"527,70";"0,0"
"12/12/2024";"2200";"24,2";"24,5";"24,2";"70,0";"70,0";"65,0";"18,4";"18,4";"17,5";"1012,9";"1013,0";"1012,8";"2,2";"19,0";"6,9";"159,10";"0,0"
"12/12/2024";"2300";"23,6";"24,2";"23,6";"71,0";"71,0";"69,0";"18,0";"18,4";"17,8";"1013,0";"1013,1";"1012,9";"2,1";"32,0";"6,3";"0,50";"0,0"
"13/12/2024";"0000";"23,7";"23,7";"23,5";"70,0";"71,0";"69,0";"17,9";"18,0";"17,7";"1014,3";"1014,3";"1013,0";"1,9";"1,0";"6,4";"";"0,0"
"13/12/2024";"0100";"22,7";"23,7";"22,7";"77,0";"77,0";"70,0";"18,4";"18,5";"17,9";"1014,9";"1015,0";"1014,3";"0,9";"312,0";"5,3";"";"0,2"
"13/12/2024";"0200";"22,2";"22,9";"22,1";"86,0";"86,0";"77,0";"19,7";"19,7";"18,4";"1015,0";"1015,0";"1014,8";"0,1";"1,0";"4,4";"";"4,0"
"13/12/2024";"0300";"21,7";"22,2";"21,6";"88,0";"89,0";"86,0";"19,7";"19,8";"19,6";"1014,7";"1015,0";"1014,5";"0,6";"260,0";"4,7";"";"7,6"
"13/12/2024";"0400";"21,4";"21,7";"21,2";"89,0";"89,0";"88,0";"19,4";"19,8";"19,2";"1014,6";"1014,8";"1014,3";"1,4";"321,0";"5,1";"1,30";"2,2"
"13/12/2024";"0500";"21,0";"21,4";"20,9";"90,0";"90,0";"89,0";"19,2";"19,4";"19,2";"1013,9";"1014,7";"1013,9";"0,5";"326,0";"4,6";"1,10";"1,4"
"13/12/2024";"0600";"20,4";"21,0";"20,4";"90,0";"90,0";"90,0";"18,8";"19,2";"18,8";"1013,8";"1013,9";"1013,8";"1,0";"305,0";"2,7";"";"0,0"
"13/12/2024";"0700";"20,2";"20,5";"20,1";"91,0";"91,0";"90,0";"18,7";"18,9";"18,5";"1013,2";"1013,9";"1013,2";"0,6";"305,0";"3,4";"";"0,2"
"13/12/2024";"0800";"20,4";"20,4";"20,2";"90,0";"91,0";"90,0";"18,7";"18,9";"18,7";"1013,1";"1013,3";"1013,1";"0,1";"269,0";"2,9";"";"0,0"
"13/12/2024";"0900";"20,6";"20,6";"20,4";"91,0";"91,0";"90,0";"19,0";"19,0";"18,7";"1013,5";"1013,6";"1013,0";"1,6";"291,0";"2,9";"57,30";"0,2"
"13/12/2024";"1000";"21,3";"21,5";"20,6";"88,0";"91,0";"88,0";"19,2";"19,8";"19,0";"1013,7";"1013,7";"1013,5";"1,9";"273,0";"3,4";"531,60";"0,0"
"13/12/2024";"1100";"23,3";"23,3";"21,2";"79,0";"89,0";"77,0";"19,3";"20,3";"18,9";"1014,1";"1014,1";"1013,7";"2,6";"347,0";"4,9";"1055,70";"0,2"
"13/12/2024";"1200";"24,9";"25,0";"23,2";"68,0";"79,0";"68,0";"18,7";"19,8";"18,6";"1014,4";"1014,7";"1014,0";"2,5";"9,0";"7,1";"2243,90";"0,0"
"13/12/2024";"1300";"25,8";"26,0";"24,8";"67,0";"71,0";"66,0";"19,1";"19,9";"18,6";"1014,0";"1014,4";"1013,7";"2,4";"8,0";"7,4";"2781,80";"0,0"
"13/12/2024";"1400";"25,8";"26,0";"25,1";"67,0";"73,0";"67,0";"19,2";"20,2";"19,0";"1013,0";"1014,1";"1013,0";"4,3";"47,0";"9,1";"3059,30";"0,0"
"13/12/2024";"1500";"26,4";"26,6";"25,7";"66,0";"68,0";"63,0";"19,4";"20,0";"18,8";"1013,2";"1013,2";"1012,4";"3,0";"24,0";"10,3";"3643,60";"0,0"
"13/12/2024";"1600";"26,2";"26,8";"26,0";"65,0";"67,0";"64,0";"19,0";"19,9";"18,7";"1012,4";"1013,2";"1012,4";"5,1";"47,0";"12,3";"3713,90";"0,0"
"13/12/2024";"1700";"26,4";"26,7";"26,0";"67,0";"68,0";"63,0";"19,8";"19,8";"18,8";"1011,6";"1012,4";"1011,5";"4,2";"34,0";"12,3";"3605,50";"0,0"
"13/12/2024";"1800";"25,9";"26,7";"25,9";"66,0";"67,0";"62,0";"19,0";"19,6";"18,6";"1011,2";"1011,6";"1011,2";"4,0";"19,0";"10,5";"2892,90";"0,0"
"13/12/2024";"1900";"25,8";"26,4";"25,6";"68,0";"70,0";"64,0";"19,5";"20,0";"18,9";"1010,4";"1011,2";"1010,4";"3,5";"31,0";"9,1";"2010,50";"0,0"
"13/12/2024";"2000";"25,2";"25,8";"25,1";"72,0";"72,0";"68,0";"19,8";"20,0";"19,4";"1010,3";"1010,5";"1010,3";"2,6";"13,0";"9,6";"1420,20";"0,0"
"13/12/2024";"2100";"24,6";"25,2";"24,6";"74,0";"74,0";"71,0";"19,7";"19,8";"19,5";"1010,1";"1010,3";"1010,0";"3,3";"17,0";"9,3";"661,20";"0,0"
"13/12/2024";"2200";"24,2";"24,6";"24,2";"77,0";"77,0";"74,0";"20,0";"20,0";"19,5";"1010,6";"1010,7";"1010,1";"2,7";"38,0";"7,9";"106,60";"0,0"
"13/12/2024";"2300";"24,0";"24,2";"24,0";"78,0";"79,0";"77,0";"19,9";"20,2";"19,9";"1010,8";"1010,8";"1010,6";"2,1";"13,0";"7,3";"";"0,0"
"14/12/2024";"0000";"24,0";"24,1";"24,0";"80,0";"80,0";"78,0";"20,3";"20,4";"19,9";"1011,2";"1011,2";"1010,8";"2,5";"2,0";"5,6";"";"0,0"
"14/12/2024";"0100";"24,0";"24,0";"23,9";"82,0";"82,0";"80,0";"20,7";"20,7";"20,2";"1011,3";"1011,5";"1011,2";"1,6";"21,0";"6,5";"";"0,0"
"14/12/2024";"0200";"23,8";"24,0";"23,7";"84,0";"85,0";"82,0";"20,9";"21,1";"20,7";"1010,6";"1011,3";"1010,6";"1,9";"29,0";"6,0";"";"0,2"
"14/12/2024";"0300";"23,6";"23,8";"23,6";"84,0";"84,0";"83,0";"20,7";"20,8";"20,7";"1009,6";"1010,6";"1009,6";"2,6";"50,0";"6,3";"";"0,2"
"14/12/2024";"0400";"23,4";"23,6";"23,4";"87,0";"87,0";"84,0";"21,0";"21,0";"20,6";"1008,9";"1009,6";"1008,9";"1,8";"30,0";"6,7";"";"1,6"
"14/12/2024";"0500";"23,3";"23,4";"23,3";"88,0";"88,0";"87,0";"21,2";"21,2";"21,0";"1007,6";"1008,9";"1007,6";"2,1";"50,0";"6,2";"";"1,0"
"14/12/2024";"0600";"23,1";"23,3";"23,1";"88,0";"88,0";"87,0";"21,0";"21,2";"21,0";"1007,3";"1007,6";"1007,3";"2,3";"46,0";"6,7";"";"1,2"
"14/12/2024";"0700";"22,3";"23,2";"22,2";"90,0";"90,0";"88,0";"20,6";"21,4";"20,4";"1007,0";"1007,4";"1007,0";"1,3";"339,0";"6,7";"";"8,2"
"14/12/2024";"0800";"22,9";"22,9";"22,3";"90,0";"90,0";"89,0";"21,2";"21,2";"20,6";"1007,1";"1007,2";"1007,0";"1,4";"9,0";"7,4";"";"9,2"
"14/12/2024";"0900";"22,1";"22,9";"22,1";"90,0";"91,0";"90,0";"20,4";"21,2";"20,4";"1006,9";"1007,1";"1006,5";"3,4";"357,0";"9,4";"5,50";"8,6"
"14/12/2024";"1000";"22,4";"22,4";"21,8";"91,0";"91,0";"90,0";"20,8";"20,9";"20,1";"1006,9";"1007,0";"1006,6";"2,8";"8,0";"9,5";"32,60";"7,2"
"14/12/2024";"1100";"22,3";"22,4";"22,0";"91,0";"91,0";"91,0";"20,7";"20,8";"20,4";"1007,0";"1007,1";"1006,9";"2,9";"359,0";"8,4";"148,00";"4,4"
"14/12/2024";"1200";"22,6";"22,7";"22,1";"89,0";"91,0";"89,0";"20,8";"20,9";"20,3";"1006,6";"1007,0";"1006,5";"2,4";"10,0";"7,0";"540,70";"0,0"
"14/12/2024";"1300";"23,2";"23,3";"22,6";"86,0";"90,0";"86,0";"20,7";"21,0";"20,7";"1006,2";"1006,6";"1006,2";"2,2";"16,0";"6,4";"789,90";"0,0"
"14/12/2024";"1400";"23,6";"23,6";"22,8";"77,0";"86,0";"77,0";"19,4";"20,8";"19,3";"1005,6";"1006,2";"1005,6";"3,3";"7,0";"8,4";"993,60";"0,0"
"14/12/2024";"1500";"24,8";"25,1";"23,7";"74,0";"77,0";"72,0";"19,9";"20,5";"19,2";"1004,7";"1005,6";"1004,7";"2,6";"19,0";"8,4";"2319,00";"0,0"
"14/12/2024";"1600";"25,8";"25,9";"24,7";"73,0";"77,0";"72,0";"20,6";"21,2";"19,9";"1003,8";"1004,7";"1003,8";"2,2";"41,0";"8,2";"3227,20";"0,0"
"14/12/2024";"1700";"26,8";"26,9";"25,4";"66,0";"73,0";"65,0";"20,1";"20,6";"19,4";"1002,6";"1003,8";"1002,6";"2,3";"37,0";"5,4";"3330,20";"0,0"
"14/12/2024";"1800";"27,9";"27,9";"26,7";"63,0";"67,0";"62,0";"20,2";"20,4";"19,5";"1001,4";"1002,6";"1001,4";"2,1";"13,0";"5,7";"3365,30";"0,0"
"14/12/2024";"1900";"28,1";"28,3";"27,7";"63,0";"64,0";"60,0";"20,4";"20,6";"19,5";"1000,7";"1001,4";"1000,7";"2,1";"15,0";"5,3";"2681,70";"0,0"
"14/12/2024";"2000";"27,8";"28,3";"27,8";"65,0";"65,0";"61,0";"20,5";"20,9";"19,8";"1000,3";"1000,7";"1000,3";"2,3";"358,0";"5,1";"1879,70";"0,0"
"14/12/2024";"2100";"25,9";"27,9";"25,9";"75,0";"75,0";"65,0";"21,1";"21,5";"20,6";"1000,7";"1000,7";"1000,2";"2,6";"3,0";"6,4";"779,50";"0,0"
"14/12/2024";"2200";"25,5";"26,0";"25,4";"79,0";"79,0";"75,0";"21,7";"21,7";"21,1";"1001,3";"1001,3";"1000,7";"1,2";"69,0";"5,7";"72,20";"0,0"
"14/12/2024";"2300";"24,7";"25,5";"24,7";"84,0";"84,0";"79,0";"21,9";"21,9";"21,6";"1001,5";"1001,5";"1001,2";"0,7";"169,0";"3,0";"";"0,0"
"15/12/2024";"0000";"24,7";"24,8";"24,6";"85,0";"86,0";"84,0";"22,1";"22,1";"21,9";"1001,7";"1001,7";"1001,5";"1,4";"339,0";"3,0";"";"0,0"
"15/12/2024";"0100";"24,6";"24,8";"24,6";"86,0";"86,0";"85,0";"22,2";"22,2";"22,0";"1002,3";"1002,3";"1001,7";"0,3";"324,0";"3,1";"";"0,0"
"15/12/2024";"0200";"24,4";"24,7";"24,4";"87,0";"87,0";"86,0";"22,1";"22,3";"22,1";"1002,3";"1002,6";"1002,3";"0,6";"344,0";"2,1";"";"0,0"
"15/12/2024";"0300";"23,9";"24,4";"23,7";"89,0";"89,0";"87,0";"21,9";"22,1";"21,8";"1001,9";"1002,3";"1001,6";"1,0";"281,0";"2,1";"";"0,0"
"15/12/2024";"0400";"23,9";"23,9";"23,7";"89,0";"89,0";"88,0";"22,0";"22,0";"21,7";"1001,5";"1002,1";"1001,5";"0,2";"122,0";"2,9";"";"0,0"
"15/12/2024";"0500";"23,1";"23,9";"23,1";"90,0";"90,0";"89,0";"21,3";"22,0";"21,3";"1000,0";"1001,5";"1000,0";"0,1";"145,0";"2,5";"";"0,0"
"15/12/2024";"0600";"23,0";"23,2";"22,9";"91,0";"91,0";"90,0";"21,4";"21,6";"21,2";"1000,6";"1000,7";"1000,0";"0,6";"228,0";"3,9";"";"0,0"
